Run,Model,Noise Reduction,Feature Extraction,Hyper-tuning,MAE,MSE,RMSE,R2
4,lgbm,steg,mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,percussive_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,percussive_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,percussive_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,percussive_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,percussive_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,percussive_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,percussive_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,percussive_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,percussive_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,percussive_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,percussive_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,percussive_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,percussive_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,percussive_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,percussive_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,percussive_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,percussive_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,percussive_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,percussive_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,percussive_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,percussive_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,percussive_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,percussive_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,percussive_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,percussive_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,percussive_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,percussive_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,percussive_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,rms,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,rms,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,rms,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,rms,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,rms,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,rms,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,rms,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,rms,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,rms,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,rms,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,rms,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,rms,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,rms,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,rms,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,rms,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,rms,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,rms,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,rms,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,rms,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,rms,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,rms,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,rms,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,rms,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,rms,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,rms,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,rms,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,rms,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,rms,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_centroid,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_centroid,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_centroid,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_centroid,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_centroid,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_centroid,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_centroid,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_centroid,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_centroid,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_centroid,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_centroid,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_centroid,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_centroid,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_centroid,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_centroid,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_centroid,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_centroid,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_centroid,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_centroid,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_centroid,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_centroid,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_centroid,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_centroid,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_centroid,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_centroid,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_centroid,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_centroid,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_centroid,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_contrast,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_contrast,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_contrast,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_contrast,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_contrast,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_contrast,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_contrast,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_contrast,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_contrast,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_contrast,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_contrast,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_contrast,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_contrast,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_contrast,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_contrast,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_contrast,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_contrast,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_contrast,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_contrast,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_contrast,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_contrast,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_contrast,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_contrast,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_contrast,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_contrast,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_contrast,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_contrast,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_contrast,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_flux,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_flux,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_flux,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_flux,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_flux,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_flux,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_flux,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_flux,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_flux,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_flux,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_flux,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_flux,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_flux,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_flux,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_flux,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_flux,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_flux,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_flux,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_flux,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_flux,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_flux,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_flux,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_flux,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_flux,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_flux,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_flux,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_flux,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_flux,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_rolloff,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_rolloff,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_rolloff,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_rolloff,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_rolloff,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_rolloff,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_rolloff,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_rolloff,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_rolloff,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_rolloff,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_rolloff,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_rolloff,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_rolloff,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_rolloff,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_rolloff,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_rolloff,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_rolloff,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_rolloff,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_rolloff,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_rolloff,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_rolloff,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,spectral_rolloff,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,spectral_rolloff,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,spectral_rolloff,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,spectral_rolloff,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,spectral_rolloff,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,spectral_rolloff,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,spectral_rolloff,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,zcr,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,zcr,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,zcr,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,zcr,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,zcr,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,zcr,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,zcr,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,zcr,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,zcr,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,zcr,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,zcr,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,zcr,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,zcr,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,zcr,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,zcr,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,zcr,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,zcr,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,zcr,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,zcr,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,zcr,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,zcr,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,zcr,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,zcr,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,zcr,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,zcr,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,zcr,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,zcr,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,zcr,random,1.3577,1.8433,1.3577,0.0000
5,cat,bandpass,chroma,default,1.2518,1.5677,1.2521,0.0000
5,cat,db1_dwt,chroma,default,1.3517,1.8277,1.3519,0.0000
5,cat,db8_dwt,chroma,default,1.3841,1.9273,1.3883,0.0000
5,cat,raw,chroma,default,0.9869,0.9742,0.9870,0.0000
5,cat,spectral_sub_dynamic,chroma,default,1.2072,1.4600,1.2083,0.0000
5,cat,steg,chroma,default,1.1172,1.2506,1.1183,0.0000
5,cat,wiener,chroma,default,1.3423,1.8206,1.3493,0.0000
5,cat,bandpass,chroma,grid,1.1459,1.3197,1.1488,0.0000
5,cat,db1_dwt,chroma,grid,1.3566,1.8405,1.3566,0.0000
5,cat,db8_dwt,chroma,grid,1.3456,1.8106,1.3456,0.0000
5,cat,raw,chroma,grid,0.9615,0.9305,0.9646,0.0000
5,cat,spectral_sub_dynamic,chroma,grid,1.0870,1.1895,1.0906,0.0000
5,cat,steg,chroma,grid,1.3358,1.7845,1.3359,0.0000
5,cat,wiener,chroma,grid,1.3383,1.8051,1.3435,0.0000
5,cat,bandpass,chroma,random,0.9800,0.9668,0.9833,0.0000
5,cat,db1_dwt,chroma,random,1.3552,1.8370,1.3554,0.0000
5,cat,db8_dwt,chroma,random,1.3651,1.8639,1.3653,0.0000
5,cat,raw,chroma,random,0.9261,0.8614,0.9281,0.0000
5,cat,spectral_sub_dynamic,chroma,random,1.0870,1.1895,1.0906,0.0000
5,cat,steg,chroma,random,0.8940,0.8156,0.9031,0.0000
5,cat,wiener,chroma,random,1.3566,1.8405,1.3567,0.0000
5,cat,bandpass,db1_wavelet,default,1.3079,1.7112,1.3081,0.0000
5,cat,db1_dwt,db1_wavelet,default,1.3794,1.9070,1.3809,0.0000
5,cat,db8_dwt,db1_wavelet,default,1.4206,2.0206,1.4215,0.0000
5,cat,raw,db1_wavelet,default,1.3389,1.7934,1.3392,0.0000
5,cat,spectral_sub_dynamic,db1_wavelet,default,1.3401,1.7966,1.3404,0.0000
5,cat,steg,db1_wavelet,default,1.3261,1.7599,1.3266,0.0000
5,cat,wiener,db1_wavelet,default,1.3535,1.8322,1.3536,0.0000
5,cat,bandpass,db1_wavelet,grid,1.3362,1.7854,1.3362,0.0000
5,cat,db1_dwt,db1_wavelet,grid,1.3849,1.9418,1.3935,0.0000
5,cat,db8_dwt,db1_wavelet,grid,1.3887,1.9290,1.3889,0.0000
5,cat,raw,db1_wavelet,grid,1.2654,1.6237,1.2743,0.0000
5,cat,spectral_sub_dynamic,db1_wavelet,grid,1.3498,1.8973,1.3774,0.0000
5,cat,steg,db1_wavelet,grid,1.2359,1.5518,1.2457,0.0000
5,cat,wiener,db1_wavelet,grid,1.2718,1.6405,1.2808,0.0000
5,cat,bandpass,db1_wavelet,random,1.3529,1.8303,1.3529,0.0000
5,cat,db1_dwt,db1_wavelet,random,1.3574,1.8426,1.3574,0.0000
5,cat,db8_dwt,db1_wavelet,random,1.4245,2.0300,1.4248,0.0000
5,cat,raw,db1_wavelet,random,1.2654,1.6237,1.2743,0.0000
5,cat,spectral_sub_dynamic,db1_wavelet,random,1.2891,1.6791,1.2958,0.0000
5,cat,steg,db1_wavelet,random,1.2991,1.6978,1.3030,0.0000
5,cat,wiener,db1_wavelet,random,1.3342,1.7856,1.3362,0.0000
5,cat,bandpass,delta_mfcc,default,1.3855,1.9267,1.3881,0.0000
5,cat,db1_dwt,delta_mfcc,default,1.1406,1.3032,1.1416,0.0000
5,cat,db8_dwt,delta_mfcc,default,1.3626,1.8568,1.3626,0.0000
5,cat,raw,delta_mfcc,default,1.3324,1.7760,1.3327,0.0000
5,cat,spectral_sub_dynamic,delta_mfcc,default,1.3733,1.8860,1.3733,0.0000
5,cat,steg,delta_mfcc,default,1.3796,1.9045,1.3800,0.0000
5,cat,wiener,delta_mfcc,default,1.3329,1.7805,1.3343,0.0000
5,cat,bandpass,delta_mfcc,grid,1.2531,1.6214,1.2733,0.0000
5,cat,db1_dwt,delta_mfcc,grid,1.0263,1.0541,1.0267,0.0000
5,cat,db8_dwt,delta_mfcc,grid,1.3518,1.8275,1.3518,0.0000
5,cat,raw,delta_mfcc,grid,1.3110,1.7282,1.3146,0.0000
5,cat,spectral_sub_dynamic,delta_mfcc,grid,1.5544,2.4284,1.5583,0.0000
5,cat,steg,delta_mfcc,grid,1.4455,2.0984,1.4486,0.0000
5,cat,wiener,delta_mfcc,grid,1.4271,2.0835,1.4434,0.0000
5,cat,bandpass,delta_mfcc,random,1.3519,1.8318,1.3535,0.0000
5,cat,db1_dwt,delta_mfcc,random,1.2448,1.5515,1.2456,0.0000
5,cat,db8_dwt,delta_mfcc,random,1.3338,1.7863,1.3365,0.0000
5,cat,raw,delta_mfcc,random,1.2525,1.5831,1.2582,0.0000
5,cat,spectral_sub_dynamic,delta_mfcc,random,1.4293,2.0434,1.4295,0.0000
5,cat,steg,delta_mfcc,random,1.4455,2.0984,1.4486,0.0000
5,cat,wiener,delta_mfcc,random,1.3687,1.8771,1.3701,0.0000
5,cat,bandpass,log_mel_spec,default,1.3152,1.7603,1.3267,0.0000
5,cat,db1_dwt,log_mel_spec,default,1.3295,1.7681,1.3297,0.0000
5,cat,db8_dwt,log_mel_spec,default,1.3679,1.8746,1.3692,0.0000
5,cat,raw,log_mel_spec,default,1.3356,1.7919,1.3386,0.0000
5,cat,spectral_sub_dynamic,log_mel_spec,default,1.3324,1.7765,1.3328,0.0000
5,cat,steg,log_mel_spec,default,1.3274,1.7628,1.3277,0.0000
5,cat,wiener,log_mel_spec,default,1.2759,1.6490,1.2841,0.0000
5,cat,bandpass,log_mel_spec,grid,1.2724,1.6712,1.2927,0.0000
5,cat,db1_dwt,log_mel_spec,grid,1.3451,1.8097,1.3452,0.0000
5,cat,db8_dwt,log_mel_spec,grid,1.3652,1.8666,1.3662,0.0000
5,cat,raw,log_mel_spec,grid,1.2635,1.7598,1.3266,0.0000
5,cat,spectral_sub_dynamic,log_mel_spec,grid,1.3215,1.7467,1.3216,0.0000
5,cat,steg,log_mel_spec,grid,1.3410,1.7987,1.3412,0.0000
5,cat,wiener,log_mel_spec,grid,1.1127,1.2984,1.1395,0.0000
5,cat,bandpass,log_mel_spec,random,1.2834,1.6757,1.2945,0.0000
5,cat,db1_dwt,log_mel_spec,random,1.3563,1.8395,1.3563,0.0000
5,cat,db8_dwt,log_mel_spec,random,1.3580,1.8441,1.3580,0.0000
5,cat,raw,log_mel_spec,random,1.2635,1.7598,1.3266,0.0000
5,cat,spectral_sub_dynamic,log_mel_spec,random,1.2994,1.7121,1.3085,0.0000
5,cat,steg,log_mel_spec,random,1.3561,1.8389,1.3561,0.0000
5,cat,wiener,log_mel_spec,random,1.2569,1.5983,1.2642,0.0000
5,cat,bandpass,mfcc,default,1.3327,1.7833,1.3354,0.0000
5,cat,db1_dwt,mfcc,default,1.2074,1.4647,1.2103,0.0000
5,cat,db8_dwt,mfcc,default,1.3748,1.8906,1.3750,0.0000
5,cat,raw,mfcc,default,1.3488,1.8241,1.3506,0.0000
5,cat,spectral_sub_dynamic,mfcc,default,1.3572,1.8423,1.3573,0.0000
5,cat,steg,mfcc,default,1.3766,1.8953,1.3767,0.0000
5,cat,wiener,mfcc,default,1.3202,1.7440,1.3206,0.0000
5,cat,bandpass,mfcc,grid,1.2881,1.7088,1.3072,0.0000
5,cat,db1_dwt,mfcc,grid,1.1631,1.3529,1.1631,0.0000
5,cat,db8_dwt,mfcc,grid,1.4047,1.9979,1.4135,0.0000
5,cat,raw,mfcc,grid,1.3574,2.0526,1.4327,0.0000
5,cat,spectral_sub_dynamic,mfcc,grid,1.3731,1.9022,1.3792,0.0000
5,cat,steg,mfcc,grid,1.2980,1.7007,1.3041,0.0000
5,cat,wiener,mfcc,grid,1.3355,1.8368,1.3553,0.0000
5,cat,bandpass,mfcc,random,1.2881,1.7088,1.3072,0.0000
5,cat,db1_dwt,mfcc,random,1.2223,1.5036,1.2262,0.0000
5,cat,db8_dwt,mfcc,random,1.3651,1.8636,1.3651,0.0000
5,cat,raw,mfcc,random,1.3388,1.8264,1.3514,0.0000
5,cat,spectral_sub_dynamic,mfcc,random,1.3731,1.9022,1.3792,0.0000
5,cat,steg,mfcc,random,1.4570,2.1243,1.4575,0.0000
5,cat,wiener,mfcc,random,1.2739,1.6430,1.2818,0.0000
5,cat,bandpass,percussive_mfcc,default,1.3528,1.8349,1.3546,0.0000
5,cat,db1_dwt,percussive_mfcc,default,1.3472,1.8157,1.3475,0.0000
5,cat,db8_dwt,percussive_mfcc,default,1.3543,1.8343,1.3544,0.0000
5,cat,raw,percussive_mfcc,default,1.3307,1.7821,1.3349,0.0000
5,cat,spectral_sub_dynamic,percussive_mfcc,default,1.3779,1.9028,1.3794,0.0000
5,cat,steg,percussive_mfcc,default,1.3546,1.8350,1.3546,0.0000
5,cat,wiener,percussive_mfcc,default,1.3522,1.8286,1.3523,0.0000
5,cat,bandpass,percussive_mfcc,grid,1.2678,1.6586,1.2879,0.0000
5,cat,db1_dwt,percussive_mfcc,grid,1.3280,1.7791,1.3338,0.0000
5,cat,db8_dwt,percussive_mfcc,grid,1.3056,1.7203,1.3116,0.0000
5,cat,raw,percussive_mfcc,grid,1.3489,2.0288,1.4244,0.0000
